Degree,Specialization,CGPA,Job_Role
B.Sc,Anesthesia Technology,6.15,Ship Maintenance
M.Sc,Operation Theatre Technology,8.36,OT Technician
M.Sc,Electronics,6.48,Testing Assistant
M.Sc,Medical Laboratory Technology,6.54,Phlebotomist
M.Sc,Nursing,9.97,Nurse Practitioner
M.Sc,Medical Laboratory Technology,7.29,Phlebotomist
M.Tech,Biotechnology,9.4,Genetic Engineer
M.Sc,Medical Laboratory Technology,8.66,Lab Director
B.Sc,Forensic Science,6.41,Evidence Custodian
B.Tech,Aerospace Engineering,6.94,Quality Inspector
B.Sc,Radiology,7.72,Radiology Technician
B.Tech,Aerospace Engineering,8.61,Spacecraft Systems Engineer
M.Sc,Operation Theatre Technology,6.86,Surgical Assistant
B.Tech,Mining Engineering,8.8,Mine Manager
M.Sc,Chemistry,8.45,Pharmacologist
M.Tech,Marine Engineering,8.92,Naval Architect
M.Tech,Computer Science and Engineering,9.21,Data Scientist
B.Sc,Forensic Science,9.42,Forensic Pathologist
M.Tech,Petroleum Engineering,7.71,Drilling Engineer
M.Sc,Medical Laboratory Technology,6.45,Phlebotomist
M.Tech,Electronics and Communication Engineering,9.38,Embedded Systems Lead
B.Sc,Operation Theatre Technology,8.61,OT Manager
B.Sc,Nursing,6.62,Production Engineer
M.Sc,Optometry,7.04,Optical Assistant
B.Tech,Chemical Engineering,7.95,Chemical Plant Operator
M.Sc,Chemistry,7.63,Pharmacologist
B.Tech,Information Technology,9.6,Cloud Architect
M.Tech,Aerospace Engineering,7.69,Satellite Controller
B.Tech,Chemical Engineering,6.61,Safety Officer
B.Tech,Metallurgical Engineering,6.86,Quality Control
M.Tech,Electrical and Electronics Engineering,9.73,Control Systems Lead
B.Tech,Chemical Engineering,8.07,Chemical Plant Operator
M.Sc,Chemistry,9.89,Analytical Chemist
M.Tech,Biotechnology,6.21,Lab Assistant
M.Sc,Mathematics,9.32,Actuary
M.Tech,Textile Engineering,9.5,Fiber Scientist
M.Sc,Mathematics,8.86,Cryptographer
B.Tech,Mining Engineering,8.35,Extraction Engineer
M.Sc,Optometry,6.2,Optical Assistant
M.Tech,Electronics and Communication Engineering,7.89,Electronics Engineer
B.Tech,Biomedical Engineering,8.95,Medical Device Designer
B.Tech,Metallurgical Engineering,8.72,Materials Scientist
B.Sc,Dialysis Technology,6.38,Health Aide
B.Tech,Petroleum Engineering,7.32,Site Supervisor
M.Sc,Operation Theatre Technology,6.49,Surgical Assistant
M.Tech,Metallurgical Engineering,7.91,Process Metallurgist
B.Tech,Marine Engineering,7.3,Ship Maintenance
B.Tech,Civil Engineering,9.88,Structural Engineer
B.Tech,Mining Engineering,6.11,Safety Inspector
B.Tech,Aerospace Engineering,6.07,Quality Inspector
M.Tech,Marine Engineering,8.42,Marine Engineer
B.Sc,Electronics,7.88,Hardware Repair Lead
B.Sc,Nursing,7.19,Nursing Assistant
M.Sc,Anesthesia Technology,9.46,Chief Anesthesia Tech
M.Tech,Metallurgical Engineering,7.59,Process Metallurgist
M.Tech,Metallurgical Engineering,9.86,Materials Scientist
B.Tech,Textile Engineering,7.14,Textile Designer
B.Sc,Medical Laboratory Technology,9.49,Lab Director
M.Tech,Textile Engineering,6.56,Textile Designer
M.Tech,Biotechnology,7.75,Bioprocess Engineer
M.Tech,Biomedical Engineering,8.42,Biomedical Engineer
B.Tech,Civil Engineering,7.82,Site Engineer
B.Tech,Environmental Engineering,8.35,Environmental Engineer
B.Tech,Electrical and Electronics Engineering,8.28,Electrical Engineer
B.Sc,Physics,7.89,Physics Teacher
B.Sc,Nursing,7.38,Nursing Assistant
M.Tech,Electrical and Electronics Engineering,8.41,Electrical Engineer
M.Tech,Mining Engineering,8.67,Mine Manager
M.Tech,Textile Engineering,9.47,Fiber Scientist
M.Tech,Electronics and Communication Engineering,8.74,Embedded Systems Lead
B.Tech,Biotechnology,6.91,Lab Assistant
M.Sc,Electronics,7.02,Site Supervisor
B.Tech,Environmental Engineering,6.22,Waste Manager
M.Sc,Dialysis Technology,7.73,Dialysis Technician
M.Sc,Physics,6.04,Lab Technician
M.Sc,Statistics,7.88,Survey Researcher
M.Sc,Statistics,7.06,Data Clerk
B.Sc,Physics,7.05,Lab Technician
M.Sc,Nursing,7.17,Nursing Assistant
M.Sc,Dialysis Technology,9.44,Dialysis Specialist
M.Tech,Civil Engineering,7.74,Site Engineer
M.Tech,Civil Engineering,9.74,Structural Engineer
B.Tech,Information Technology,8.23,IT Engineer
B.Tech,Aeronautical Engineering,9.63,Production Engineer
B.Sc,Dialysis Technology,7.42,Health Aide
M.Tech,Electronics and Communication Engineering,8.24,Electronics Engineer
M.Sc,Operation Theatre Technology,8.8,OT Manager
B.Sc,Medical Laboratory Technology,6.14,Phlebotomist
M.Sc,Statistics,6.9,Data Clerk
M.Tech,Aeronautical Engineering,9.14,Aerodynamics Specialist
M.Tech,Computer Science and Engineering,8.71,Data Scientist
M.Sc,Electronics,6.2,Testing Assistant
M.Tech,Mining Engineering,7.24,Safety Inspector
B.Sc,Chemistry,8.83,Analytical Chemist
B.Tech,Metallurgical Engineering,9.44,Materials Scientist
B.Sc,Nursing,8.6,Nurse Manager
B.Sc,Physics,6.33,Lab Technician
M.Tech,Information Technology,9.71,Solutions Architect
M.Sc,Optometry,6.62,Optical Assistant
M.Sc,Radiology,10.0,Senior Radiologist
B.Tech,Petroleum Engineering,7.15,Site Supervisor
M.Tech,Computer Science and Engineering,7.8,Software Engineer
M.Sc,Radiology,7.46,X-Ray Assistant
M.Sc,Forensic Science,8.9,Forensic Pathologist
B.Sc,Nursing,8.55,Nurse Practitioner
M.Tech,Aerospace Engineering,8.36,Satellite Controller
M.Tech,Civil Engineering,7.61,Site Engineer
B.Tech,Information Technology,9.42,Solutions Architect
M.Tech,Information Technology,7.21,Helpdesk Specialist
B.Sc,Statistics,7.34,Reservoir Engineer
M.Tech,Mining Engineering,8.79,Mine Manager
M.Sc,Mathematics,6.52,Data Entry Operator
M.Sc,Anesthesia Technology,9.88,Chief Anesthesia Tech
B.Sc,Computer Science,7.01,Health Aide
B.Tech,Aeronautical Engineering,8.24,Aircraft Maintenance Engineer
B.Sc,Optometry,7.18,Optical Assistant
M.Tech,Textile Engineering,6.99,Textile Designer
M.Tech,Computer Science and Engineering,9.7,AI Engineer
M.Sc,Electronics,9.09,Circuit Designer
B.Tech,Mining Engineering,6.79,Safety Inspector
B.Sc,Chemistry,8.44,Pharmacologist
B.Sc,Electronics,6.92,Testing Assistant
M.Tech,Aeronautical Engineering,9.0,Aerodynamics Specialist
M.Sc,Optometry,6.2,Environmental Engineer
B.Sc,Computer Science,6.42,Computer Instructor
B.Sc,Optometry,9.94,Senior Optometrist
B.Tech,Mining Engineering,7.8,Extraction Engineer
B.Tech,Environmental Engineering,8.09,Environmental Engineer
M.Tech,Aerospace Engineering,9.89,Cryptographer
B.Sc,Forensic Science,8.72,Forensic Pathologist
B.Sc,Chemistry,8.68,Analytical Chemist
M.Sc,Medical Laboratory Technology,8.8,Lab Director
B.Sc,Physics,7.29,Lab Technician
M.Tech,Biotechnology,6.65,Lab Assistant
B.Tech,Biotechnology,7.16,Lab Assistant
B.Sc,Mathematics,8.74,Actuary
B.Tech,Environmental Engineering,9.51,Sustainability Consultant
B.Tech,Aeronautical Engineering,6.73,Technical Writer
M.Tech,Aerospace Engineering,9.51,Spacecraft Systems Engineer
B.Sc,Statistics,6.13,Data Clerk
M.Tech,Petroleum Engineering,9.07,Extraction Engineer
M.Sc,Nursing,6.04,Nursing Assistant
B.Sc,Computer Science,7.35,Computer Instructor
B.Tech,Biotechnology,7.13,Lab Assistant
M.Sc,Physics,8.75,Astrophysicist
B.Tech,Textile Engineering,6.03,Textile Designer
M.Tech,Metallurgical Engineering,9.7,Materials Scientist
M.Tech,Chemical Engineering,9.57,Process Design Engineer
B.Sc,Operation Theatre Technology,6.26,Surgical Assistant
M.Sc,Computer Science,7.09,Computer Instructor
B.Sc,Forensic Science,8.04,Crime Scene Investigator
B.Sc,Physics,8.76,Quantum Researcher
B.Tech,Aerospace Engineering,8.01,Satellite Controller
M.Tech,Metallurgical Engineering,8.66,Materials Scientist
B.Tech,Chemical Engineering,6.77,Safety Officer
B.Tech,Environmental Engineering,7.6,Environmental Engineer
B.Sc,Physics,8.42,Physics Teacher
M.Sc,Chemistry,6.45,Chemical Assistant
M.Tech,Biomedical Engineering,6.03,Equipment Technician
M.Tech,Environmental Engineering,6.08,Waste Manager
B.Sc,Operation Theatre Technology,8.42,OT Technician
B.Tech,Electronics and Communication Engineering,6.93,Nursing Assistant
M.Tech,Biotechnology,6.94,Lab Assistant
M.Tech,Biotechnology,9.09,Senior Scientist
B.Sc,Anesthesia Technology,6.96,IT Engineer
M.Sc,Operation Theatre Technology,6.44,Surgical Assistant
M.Tech,Electronics and Communication Engineering,6.39,Network Technician
B.Sc,Medical Laboratory Technology,8.97,Lab Director
B.Sc,Operation Theatre Technology,8.53,OT Manager
B.Sc,Computer Science,7.66,Systems Analyst
M.Sc,Forensic Science,8.6,Forensic Pathologist
M.Sc,Computer Science,8.84,Database Admin
M.Tech,Electronics and Communication Engineering,6.71,Network Technician
M.Sc,Medical Laboratory Technology,8.13,Medical Lab Technologist
B.Sc,Optometry,8.56,Senior Optometrist
B.Tech,Environmental Engineering,8.53,Sustainability Consultant
B.Tech,Aeronautical Engineering,9.97,Aerodynamics Specialist
M.Tech,Mechanical Engineering,6.01,Maintenance Technician
M.Sc,Mathematics,9.64,Actuary
B.Sc,Optometry,8.19,Eye Consultant
B.Sc,Chemistry,6.56,Chemical Assistant
M.Sc,Radiology,7.84,Radiology Technician
B.Sc,Mathematics,9.99,Actuary
B.Tech,Marine Engineering,7.99,Marine Engineer
M.Tech,Mechanical Engineering,7.08,Maintenance Engineer
B.Sc,Electronics,7.94,Marine Engineer
M.Sc,Nursing,9.19,Nurse Practitioner
B.Sc,Dialysis Technology,9.35,Dialysis Specialist
B.Tech,Textile Engineering,9.83,Fiber Scientist
M.Tech,Marine Engineering,8.44,Electronics Engineer
M.Tech,Computer Science and Engineering,8.3,Software Engineer
M.Tech,Chemical Engineering,7.44,Safety Officer
B.Sc,Forensic Science,8.97,Forensic Pathologist
M.Sc,Electronics,7.09,Testing Assistant
B.Tech,Civil Engineering,7.48,Network Technician
M.Tech,Petroleum Engineering,7.44,Site Supervisor
M.Sc,Medical Laboratory Technology,9.88,Lab Director
M.Tech,Chemical Engineering,9.79,Process Design Engineer
M.Tech,Marine Engineering,9.55,Naval Architect
M.Tech,Electrical and Electronics Engineering,7.81,Embedded Systems Lead
M.Sc,Optometry,8.37,Eye Consultant
M.Tech,Mining Engineering,6.28,Safety Inspector
B.Sc,Electronics,9.09,Circuit Designer
B.Tech,Textile Engineering,6.68,Textile Designer
M.Sc,Statistics,9.51,Statistical Modeler
B.Tech,Computer Science and Engineering,7.74,Software Engineer
M.Tech,Electronics and Communication Engineering,8.13,Electronics Engineer
M.Sc,Physics,7.51,Physics Teacher
B.Sc,Physics,9.11,Astrophysicist
B.Tech,Environmental Engineering,9.22,Sustainability Consultant
M.Tech,Mining Engineering,9.01,Mine Manager
B.Sc,Forensic Science,7.72,Crime Scene Investigator
M.Sc,Forensic Science,8.15,Crime Scene Investigator
M.Tech,Biomedical Engineering,6.51,Equipment Technician
B.Sc,Medical Laboratory Technology,6.64,Phlebotomist
M.Sc,Optometry,6.61,Optical Assistant
B.Sc,Operation Theatre Technology,7.56,OT Technician
B.Tech,Mechanical Engineering,8.81,R&D Engineer
M.Tech,Marine Engineering,6.55,Ship Maintenance
M.Tech,Civil Engineering,9.18,Structural Engineer
B.Sc,Optometry,7.45,Optical Assistant
M.Sc,Chemistry,8.66,Analytical Chemist
M.Sc,Mathematics,9.68,Cryptographer
B.Tech,Aerospace Engineering,7.35,Survey Researcher
B.Tech,Electronics and Communication Engineering,8.39,Optical Assistant
M.Sc,Optometry,7.67,Eye Consultant
M.Sc,Chemistry,7.44,Chemical Assistant
B.Sc,Dialysis Technology,6.52,Health Aide
B.Tech,Metallurgical Engineering,8.44,Process Metallurgist
B.Sc,Radiology,7.84,Network Technician
B.Sc,Mathematics,9.6,Cryptographer
B.Tech,Aeronautical Engineering,7.06,Technical Writer
M.Tech,Biomedical Engineering,6.31,Equipment Technician
M.Tech,Computer Science and Engineering,7.42,Aerodynamics Specialist
B.Sc,Optometry,6.45,Optical Assistant
M.Tech,Mechanical Engineering,9.05,R&D Engineer
B.Tech,Computer Science and Engineering,6.94,Technical Support
M.Sc,Chemistry,9.54,Analytical Chemist
B.Sc,Electronics,8.74,Circuit Designer
M.Sc,Electronics,9.0,Circuit Designer
B.Tech,Information Technology,8.94,Anesthesia Technician
B.Sc,Optometry,9.06,Senior Optometrist
B.Sc,Chemistry,8.41,Pharmacologist
M.Tech,Mechanical Engineering,9.99,R&D Engineer
M.Tech,Mechanical Engineering,6.5,Maintenance Technician
B.Tech,Aeronautical Engineering,9.84,Aerodynamics Specialist
B.Sc,Forensic Science,6.7,Evidence Custodian
M.Tech,Chemical Engineering,6.18,Safety Officer
B.Sc,Electronics,6.23,Testing Assistant
M.Tech,Textile Engineering,6.29,Textile Designer
M.Tech,Civil Engineering,7.31,Draftsman
M.Tech,Biotechnology,7.91,Bioprocess Engineer
B.Tech,Chemical Engineering,7.78,Chemical Plant Operator
B.Tech,Aeronautical Engineering,6.94,Nurse Practitioner
B.Tech,Mechanical Engineering,7.53,Production Engineer
B.Tech,Mining Engineering,9.53,Mine Manager
B.Sc,Nursing,8.7,Nurse Manager
M.Tech,Information Technology,7.16,Helpdesk Specialist
M.Tech,Aerospace Engineering,10.0,Medical Device Designer
B.Sc,Dialysis Technology,8.96,Dialysis Specialist
M.Sc,Statistics,7.4,Data Clerk
M.Sc,Statistics,7.79,Survey Researcher
M.Tech,Mining Engineering,8.33,Extraction Engineer
M.Tech,Petroleum Engineering,9.56,Reservoir Engineer
M.Tech,Chemical Engineering,9.94,Process Design Engineer
M.Sc,Nursing,8.73,Nurse Practitioner
B.Sc,Computer Science,9.78,Database Admin
M.Sc,Mathematics,8.51,Actuary
B.Tech,Mechanical Engineering,8.05,Production Engineer
B.Tech,Metallurgical Engineering,8.65,Materials Scientist
M.Sc,Radiology,8.12,Radiology Technician
B.Sc,Electronics,6.18,Testing Assistant
M.Tech,Metallurgical Engineering,9.69,Materials Scientist
M.Tech,Aerospace Engineering,6.41,Quality Inspector
B.Tech,Electronics and Communication Engineering,7.88,Electronics Engineer
M.Tech,Civil Engineering,6.8,Draftsman
B.Tech,Computer Science and Engineering,9.75,Data Scientist
M.Sc,Operation Theatre Technology,8.64,Systems Analyst
B.Tech,Civil Engineering,8.28,Site Engineer
M.Sc,Electronics,7.64,Hardware Repair Lead
M.Tech,Marine Engineering,7.11,Ship Maintenance
M.Sc,Statistics,9.81,Statistical Modeler
B.Tech,Mechanical Engineering,6.03,Maintenance Technician
B.Sc,Optometry,8.74,Senior Optometrist
M.Sc,Computer Science,9.03,Web Developer
B.Sc,Computer Science,9.16,Web Developer
M.Sc,Optometry,9.43,Senior Optometrist
B.Sc,Nursing,6.57,Nursing Assistant
M.Sc,Optometry,9.32,Senior Optometrist
B.Sc,Physics,6.25,Lab Technician
B.Tech,Aerospace Engineering,7.07,Quality Inspector
B.Sc,Operation Theatre Technology,6.3,Surgical Assistant
B.Sc,Chemistry,6.26,Chemical Assistant
B.Tech,Metallurgical Engineering,8.24,Process Metallurgist
B.Tech,Civil Engineering,7.95,Analytical Chemist
M.Sc,Computer Science,9.94,Database Admin
M.Sc,Mathematics,6.8,Data Entry Operator
M.Sc,Forensic Science,6.4,Evidence Custodian
M.Tech,Electronics and Communication Engineering,8.72,Lab Assistant
B.Sc,Anesthesia Technology,7.23,Medical Assistant
B.Sc,Physics,8.8,Astrophysicist
B.Tech,Aerospace Engineering,9.58,Spacecraft Systems Engineer
M.Tech,Biomedical Engineering,6.29,Equipment Technician
M.Tech,Aerospace Engineering,8.99,Spacecraft Systems Engineer
B.Sc,Optometry,6.76,Optical Assistant
M.Tech,Marine Engineering,7.63,Marine Engineer
B.Tech,Electrical and Electronics Engineering,8.45,Safety Inspector
M.Tech,Aeronautical Engineering,9.58,Aerodynamics Specialist
M.Sc,Medical Laboratory Technology,9.51,Lab Director
M.Sc,Mathematics,6.55,Data Entry Operator
M.Tech,Metallurgical Engineering,8.24,Evidence Custodian
B.Tech,Marine Engineering,6.19,Ship Maintenance
B.Tech,Biotechnology,8.03,Bioprocess Engineer
M.Tech,Information Technology,9.02,Evidence Custodian
B.Tech,Environmental Engineering,7.79,Environmental Engineer
B.Tech,Computer Science and Engineering,6.42,Technical Support
M.Tech,Biomedical Engineering,6.77,Equipment Technician
M.Tech,Marine Engineering,6.23,Ship Maintenance
B.Sc,Radiology,7.3,X-Ray Assistant
M.Sc,Physics,9.87,Quantum Researcher
B.Sc,Mathematics,7.2,Sustainability Consultant
B.Tech,Marine Engineering,7.57,Marine Engineer
M.Tech,Civil Engineering,7.5,Site Engineer
B.Tech,Mechanical Engineering,7.9,Environmental Engineer
M.Sc,Optometry,9.47,Senior Optometrist
M.Tech,Metallurgical Engineering,6.36,Quality Control
B.Tech,Chemical Engineering,6.03,Safety Officer
B.Tech,Aerospace Engineering,9.26,Spacecraft Systems Engineer
M.Sc,Operation Theatre Technology,6.95,Surgical Assistant
M.Sc,Radiology,9.26,Senior Radiologist
B.Tech,Environmental Engineering,7.83,Environmental Engineer
M.Tech,Computer Science and Engineering,6.4,Technical Support
B.Sc,Computer Science,9.98,Database Admin
B.Sc,Physics,8.32,Physics Teacher
B.Tech,Mechanical Engineering,9.13,R&D Engineer
B.Tech,Chemical Engineering,8.35,Chemical Plant Operator
B.Tech,Electronics and Communication Engineering,7.48,Network Technician
M.Tech,Biotechnology,8.63,Senior Scientist
M.Sc,Nursing,9.02,Nurse Practitioner
M.Sc,Dialysis Technology,7.63,Dialysis Technician
M.Sc,Nursing,6.25,Nursing Assistant
B.Tech,Environmental Engineering,9.53,Drilling Engineer
M.Sc,Medical Laboratory Technology,7.47,Phlebotomist
B.Sc,Nursing,9.82,Nurse Practitioner
B.Sc,Operation Theatre Technology,8.52,Fiber Scientist
B.Sc,Physics,9.77,Astrophysicist
B.Sc,Physics,7.8,Web Developer
M.Sc,Statistics,9.29,Medical Device Designer
M.Sc,Radiology,8.55,Senior Radiologist
M.Sc,Nursing,9.44,Nurse Manager
B.Tech,Marine Engineering,8.3,Marine Engineer
B.Sc,Computer Science,9.33,Database Admin
B.Tech,Metallurgical Engineering,6.73,Quality Control
M.Sc,Medical Laboratory Technology,6.77,Phlebotomist
B.Tech,Civil Engineering,6.06,Draftsman
M.Tech,Electronics and Communication Engineering,6.34,Network Technician
B.Sc,Chemistry,8.89,Analytical Chemist
M.Tech,Electrical and Electronics Engineering,7.19,Maintenance Engineer
B.Tech,Aeronautical Engineering,9.18,Aerodynamics Specialist
B.Sc,Medical Laboratory Technology,6.93,Phlebotomist
M.Tech,Petroleum Engineering,7.01,Site Supervisor
B.Tech,Mechanical Engineering,9.16,R&D Engineer
B.Tech,Environmental Engineering,7.05,Waste Manager
M.Sc,Mathematics,9.83,Actuary
B.Sc,Dialysis Technology,6.59,Health Aide
M.Tech,Computer Science and Engineering,8.18,Software Engineer
B.Tech,Electrical and Electronics Engineering,8.34,Electrical Engineer
B.Sc,Physics,8.3,Physics Teacher
M.Sc,Physics,7.92,Physics Teacher
B.Tech,Civil Engineering,7.37,Draftsman
B.Sc,Chemistry,9.28,Analytical Chemist
B.Tech,Chemical Engineering,8.28,Chemical Plant Operator
M.Sc,Physics,8.7,Astrophysicist
B.Tech,Aeronautical Engineering,9.47,Process Design Engineer
M.Tech,Mechanical Engineering,6.8,AI Engineer
B.Tech,Aerospace Engineering,7.68,Satellite Controller
M.Sc,Nursing,8.22,Registered Nurse
M.Sc,Anesthesia Technology,7.99,Sustainability Consultant
M.Tech,Aeronautical Engineering,8.56,Aerodynamics Specialist
M.Tech,Metallurgical Engineering,6.19,Quality Control
M.Tech,Electronics and Communication Engineering,6.38,Network Technician
M.Tech,Information Technology,6.41,Helpdesk Specialist
M.Sc,Statistics,7.05,Data Clerk
M.Sc,Anesthesia Technology,6.67,Medical Assistant
M.Tech,Civil Engineering,8.24,Site Engineer
M.Sc,Radiology,6.83,X-Ray Assistant
B.Tech,Petroleum Engineering,7.14,Site Supervisor
B.Sc,Computer Science,7.8,Systems Analyst
M.Sc,Dialysis Technology,6.24,Health Aide
B.Sc,Optometry,8.1,Eye Consultant
M.Tech,Aeronautical Engineering,8.17,Aircraft Maintenance Engineer
M.Sc,Physics,6.98,Satellite Controller
M.Tech,Environmental Engineering,8.11,Environmental Engineer
M.Tech,Mechanical Engineering,6.43,Maintenance Technician
B.Tech,Electrical and Electronics Engineering,8.94,Power Systems Engineer
M.Tech,Metallurgical Engineering,9.31,Materials Scientist
B.Tech,Petroleum Engineering,9.46,Reservoir Engineer
M.Sc,Radiology,8.86,Senior Radiologist
B.Sc,Medical Laboratory Technology,7.18,Phlebotomist
M.Sc,Optometry,9.02,Senior Optometrist
B.Sc,Chemistry,8.13,Crime Scene Investigator
M.Sc,Mathematics,8.6,Production Manager
B.Sc,Forensic Science,8.29,Crime Scene Investigator
B.Sc,Optometry,9.0,Senior Optometrist
M.Tech,Electrical and Electronics Engineering,6.2,Maintenance Engineer
M.Tech,Biomedical Engineering,6.57,Equipment Technician
M.Sc,Statistics,7.81,Drilling Engineer
M.Sc,Radiology,7.52,Radiology Technician
M.Sc,Statistics,9.9,Statistical Modeler
M.Sc,Chemistry,9.36,Analytical Chemist
M.Tech,Biomedical Engineering,9.86,Medical Device Designer
M.Sc,Radiology,7.32,X-Ray Assistant
M.Sc,Statistics,8.6,Senior Optometrist
B.Tech,Information Technology,8.93,Solutions Architect
B.Tech,Textile Engineering,7.4,Textile Designer
B.Tech,Biotechnology,9.94,Senior Scientist
M.Tech,Marine Engineering,7.17,Ship Maintenance
M.Sc,Mathematics,7.35,Data Entry Operator
B.Tech,Mechanical Engineering,6.9,Maintenance Technician
M.Sc,Forensic Science,8.17,Crime Scene Investigator
B.Tech,Civil Engineering,8.02,Data Clerk
B.Sc,Electronics,6.05,Testing Assistant
M.Sc,Medical Laboratory Technology,9.74,Lab Director
B.Tech,Mechanical Engineering,9.19,Design Engineer
M.Sc,Electronics,9.96,Circuit Designer
B.Tech,Biomedical Engineering,7.83,Biomedical Engineer
B.Sc,Physics,9.91,Eye Consultant
B.Tech,Environmental Engineering,9.37,Sustainability Consultant
B.Sc,Statistics,7.8,Survey Researcher
M.Tech,Petroleum Engineering,9.46,Reservoir Engineer
B.Sc,Computer Science,6.69,Computer Instructor
B.Tech,Civil Engineering,8.31,Maintenance Engineer
B.Tech,Biomedical Engineering,8.21,Biomedical Engineer
B.Tech,Computer Science and Engineering,7.42,Technical Support
B.Sc,Chemistry,6.38,Chemical Assistant
M.Tech,Petroleum Engineering,8.29,Health Aide
B.Sc,Chemistry,6.8,Chemical Assistant
B.Tech,Electronics and Communication Engineering,6.25,Cryptographer
B.Sc,Nursing,9.32,Nurse Manager
M.Tech,Computer Science and Engineering,9.32,AI Engineer
M.Sc,Computer Science,9.74,Web Developer
M.Tech,Aerospace Engineering,8.01,Satellite Controller
B.Tech,Mining Engineering,7.27,Safety Inspector
M.Sc,Nursing,8.54,Nurse Manager
B.Sc,Forensic Science,8.13,Crime Scene Investigator
B.Sc,Operation Theatre Technology,6.7,Surgical Assistant
B.Sc,Radiology,7.31,X-Ray Assistant
M.Tech,Biomedical Engineering,8.8,Medical Device Designer
M.Tech,Biomedical Engineering,6.97,Equipment Technician
M.Tech,Computer Science and Engineering,8.88,Data Scientist
M.Tech,Aeronautical Engineering,6.31,Technical Writer
B.Tech,Biomedical Engineering,7.47,Equipment Technician
M.Sc,Radiology,9.12,Senior Radiologist
B.Tech,Biomedical Engineering,7.13,Site Supervisor
M.Tech,Electrical and Electronics Engineering,6.78,Maintenance Engineer
M.Sc,Chemistry,6.04,Chemical Assistant
B.Sc,Statistics,9.99,Data Analyst
B.Sc,Statistics,7.23,Data Clerk
M.Tech,Information Technology,9.44,Solutions Architect
B.Tech,Mechanical Engineering,7.77,Production Engineer
B.Sc,Operation Theatre Technology,9.78,OT Manager
M.Sc,Medical Laboratory Technology,9.84,Lab Director
B.Tech,Environmental Engineering,7.63,Environmental Engineer
B.Tech,Environmental Engineering,6.15,Nursing Assistant
M.Tech,Computer Science and Engineering,7.1,Technical Support
M.Tech,Metallurgical Engineering,6.09,Urban Planner
B.Sc,Chemistry,9.39,Analytical Chemist
B.Tech,Computer Science and Engineering,7.94,Software Engineer
B.Sc,Mathematics,6.22,Data Entry Operator
M.Sc,Chemistry,7.78,Pharmacologist
B.Tech,Aeronautical Engineering,6.44,Technical Writer
M.Sc,Electronics,6.6,Quantum Researcher
B.Tech,Marine Engineering,7.6,Marine Engineer
B.Sc,Mathematics,9.82,Actuary
B.Tech,Metallurgical Engineering,8.31,Process Metallurgist
M.Sc,Anesthesia Technology,9.51,Chief Anesthesia Tech
B.Tech,Biomedical Engineering,6.74,Registered Nurse
M.Tech,Computer Science and Engineering,6.68,Technical Support
B.Tech,Petroleum Engineering,8.07,Drilling Engineer
M.Tech,Metallurgical Engineering,8.3,Process Metallurgist
M.Tech,Mining Engineering,6.6,Safety Inspector
B.Tech,Information Technology,8.76,Mine Manager
M.Tech,Textile Engineering,7.31,Textile Designer
M.Sc,Physics,9.14,Astrophysicist
M.Tech,Mining Engineering,7.51,Extraction Engineer
M.Sc,Radiology,7.31,X-Ray Assistant
B.Tech,Aeronautical Engineering,7.94,Aircraft Maintenance Engineer
M.Tech,Information Technology,8.26,IT Engineer
M.Tech,Mechanical Engineering,7.82,Production Engineer
M.Tech,Computer Science and Engineering,8.62,Data Scientist
M.Tech,Aeronautical Engineering,6.09,Technical Writer
M.Tech,Petroleum Engineering,6.2,Site Supervisor
M.Sc,Electronics,6.86,Testing Assistant
B.Sc,Medical Laboratory Technology,6.12,Phlebotomist
B.Sc,Forensic Science,7.17,Evidence Custodian
M.Tech,Biotechnology,6.63,Lab Assistant
B.Tech,Mining Engineering,6.51,Safety Inspector
B.Sc,Radiology,6.41,X-Ray Assistant
M.Tech,Metallurgical Engineering,6.15,Quality Control
M.Tech,Aeronautical Engineering,6.65,Technical Writer
M.Sc,Nursing,7.61,Registered Nurse
B.Tech,Mechanical Engineering,6.32,Maintenance Technician
M.Sc,Electronics,6.1,Testing Assistant
B.Tech,Aerospace Engineering,7.26,Quality Inspector
B.Sc,Medical Laboratory Technology,8.2,Medical Lab Technologist
B.Tech,Aeronautical Engineering,8.95,Aerodynamics Specialist
M.Tech,Environmental Engineering,6.64,Waste Manager
M.Sc,Radiology,6.4,X-Ray Assistant
B.Sc,Radiology,9.47,Senior Radiologist
M.Sc,Statistics,6.52,Data Clerk
B.Tech,Biomedical Engineering,8.13,Biomedical Engineer
B.Tech,Metallurgical Engineering,9.35,Materials Scientist
M.Sc,Computer Science,9.7,Web Developer
B.Tech,Biotechnology,6.3,Lab Assistant
B.Tech,Environmental Engineering,8.71,Sustainability Consultant
B.Tech,Civil Engineering,8.24,Site Engineer
B.Sc,Optometry,7.93,Chemical Assistant
M.Tech,Aerospace Engineering,8.57,Spacecraft Systems Engineer
M.Tech,Chemical Engineering,9.01,Process Design Engineer
B.Tech,Civil Engineering,6.83,Draftsman
M.Sc,Mathematics,9.0,Cryptographer
B.Tech,Mechanical Engineering,8.47,Production Engineer
B.Tech,Mechanical Engineering,8.6,R&D Engineer
B.Tech,Metallurgical Engineering,9.37,Materials Scientist
M.Sc,Medical Laboratory Technology,8.68,Lab Director
B.Tech,Computer Science and Engineering,7.06,Technical Support
